alpha_tau,alpha_w,alpha_m,alpha_ch,alpha_L,c_ml,c_mk,c_chl,c_chk,Ref
-1.368327148257588,-0.09177360253252365,-0.3194448382622226,-1.055781905817033,-0.6630039685025249,1.384007607247846,1.3378523166743563,1.2389528287509515,1.221615982587979,465.6336539416511
