alpha_tau,alpha_w,alpha_m,alpha_ch,alpha_L,c_ml,c_mk,c_chl,c_chk,Ref
-1.1429704200302997,-1.0213369815670337,-0.9098002244314198,-0.7948728923378443,-0.03721830854930041,1.124213434462509,1.2112869970520408,1.222703427658578,1.164849126892394,1328.9930444807644
