alpha_tau,alpha_w,alpha_m,alpha_ch,alpha_L,c_ml,c_mk,c_chl,c_chk,Ref
-1.0455776835906359,-1.1137660656593789,-0.5661580787583634,-0.22828140567874128,-1.1272046865345025,1.069960574538609,1.2303352053639738,1.2463427758088303,1.1861433463214122,3775.4218512508746
