alpha_tau,alpha_w,alpha_m,alpha_ch,alpha_L,c_ml,c_mk,c_chl,c_chk,Ref
-1.333531088595314,-0.8490773570446314,-1.171520992197924,-0.44620049641905046,-0.7683028761980086,1.2042620878250194,1.3725566005057483,1.1758286392280333,1.1368985843473869,2102.3362184851308
