alpha_tau,alpha_w,alpha_m,alpha_ch,alpha_L,c_ml,c_mk,c_chl,c_chk,Ref
-1.143872670199901,-0.9753261330915495,-0.7246526028818681,-0.7421544427215057,-0.04261548156790315,1.1568408230264724,1.209591886730801,1.3156482375202048,1.1696441088987417,1367.3641742280322
