tau,Dm_in,Dch_in,Lch_in,Dch_l,Dch_k,Dm_l,Dm_K
347.72488939457423,0.03100870678742713,0.002867504860450107,0.035819189684937955,0.003198593656550225,0.0034198381866251295,0.10039407637859363,0.09700791398145776
