alpha_tau,alpha_w,alpha_m,alpha_ch,alpha_L,c_ml,c_mk,c_chl,c_chk,Ref
-1.0626060504288488,-0.6609893456626984,-0.49794697075348165,-0.4616423335229262,-0.48225109416298456,1.3934306553517146,1.2677516829720985,1.3066324537290532,1.2844031779899845,2823.803586581929
