alpha_tau,alpha_w,alpha_m,alpha_ch,alpha_L,c_ml,c_mk,c_chl,c_chk,Ref
-0.31215659985507904,-0.9713054921707952,-0.5669715966158662,-0.25089933104003465,-0.7642856378403748,1.3807161277788176,1.369223774355872,1.1507883323492192,1.0899444554095885,868.2636010733476
