n_evals,F
200,44444451.98074147
400,44444451.98074147
600,22222248.20279139
800,22222248.20279139
1000,22222248.20279139
1200,22222240.359130293
1400,22222240.359130293
1600,11111132.711444478
1800,11111132.711444478
2000,11111132.711444478
2200,11111132.711444478
2400,11111132.711444478
2600,11111132.711444478
2800,11111132.711444478
3000,11111132.711444478
3200,11111132.711444478
3400,11111132.711444478
3600,11111132.711444478
3800,11111132.711444478
4000,11111132.711444478
4200,11111132.711444478
4400,11111132.711444478
4600,11111132.711444478
4800,11111132.711444478
5000,11111132.711444478
5200,11111132.711444478
5400,11111132.711444478
5600,11111132.711444478
5800,11111132.711444478
6000,11111132.711444478
6200,11111132.711444478
6400,21.760866713995238
6600,21.760866713995238
6800,21.760866713995238
7000,21.760866713995238
7200,21.760866713995238
7400,21.760866713995238
7600,21.760866713995238
7800,21.760866713995238
8000,21.760866713995238
8200,21.760866713995238
8400,21.760866713995238
8600,21.760866713995238
8800,21.760866713995238
9000,21.760866713995238
9200,21.760866713995238
9400,21.760866713995238
9600,21.760866713995238
9800,21.760866713995238
10000,21.760866713995238
10200,21.760866713995238
10400,21.760866713995238
10600,21.760866713995238
10800,21.760866713995238
11000,21.760866713995238
11200,21.760866713995238
11400,21.760866713995238
11600,21.760866713995238
11800,21.760866713995238
12000,21.760866713995238
12200,21.760866713995238
12400,21.760866713995238
12600,21.760866713995238
12800,21.760866713995238
13000,21.760866713995238
13200,21.760866713995238
13400,21.760866713995238
13600,21.760866713995238
13800,21.760866713995238
14000,21.760866713995238
14200,21.760866713995238
14400,21.760866713995238
14600,21.760866713995238
14800,21.760866713995238
15000,21.760866713995238
15200,21.760866713995238
15400,21.760866713995238
15600,21.760866713995238
15800,21.760866713995238
16000,21.760866713995238
16200,21.760866713995238
16400,21.760866713995238
16600,21.760866713995238
16800,21.760866713995238
17000,21.760866713995238
17200,21.760866713995238
17400,21.760866713995238
17600,21.760866713995238
17800,21.760866713995238
18000,21.760866713995238
18200,21.760866713995238
18400,21.760866713995238
18600,21.760866713995238
18800,21.760866713995238
19000,21.760866713995238
19200,21.760866713995238
19400,21.760866713995238
19600,21.760866713995238
19800,21.760866713995238
20000,21.760866713995238
20200,21.760866713995238
20400,21.760866713995238
20600,21.760866713995238
20800,21.760866713995238
21000,21.760866713995238
21200,21.760866713995238
21400,21.760866713995238
21600,21.760866713995238
21800,21.760866713995238
22000,21.760866713995238
22200,21.760866713995238
22400,21.760866713995238
22600,21.760866713995238
22800,21.760866713995238
23000,21.760866713995238
23200,21.760866713995238
23400,21.760866713995238
23600,21.760866713995238
23800,21.760866713995238
24000,21.760866713995238
24200,21.565267673624565
24400,19.50879517559504
24600,19.50879517559504
24800,19.50879517559504
25000,19.50879517559504
25200,19.50879517559504
25400,15.13185788993441
25600,15.13185788993441
25800,15.13185788993441
26000,15.13185788993441
26200,15.13185788993441
26400,15.13185788993441
26600,15.13185788993441
26800,15.13185788993441
27000,15.13185788993441
27200,15.13185788993441
27400,15.13185788993441
27600,15.13185788993441
27800,15.13185788993441
28000,15.13185788993441
28200,15.13185788993441
28400,15.13185788993441
28600,15.13185788993441
28800,15.13185788993441
29000,15.13185788993441
29200,15.13185788993441
29400,15.13185788993441
29600,15.13185788993441
29800,15.13185788993441
30000,15.13185788993441
30200,15.13185788993441
30400,15.13185788993441
30600,15.13185788993441
30800,15.13185788993441
31000,15.13185788993441
31200,15.13185788993441
31400,15.13185788993441
31600,15.13185788993441
31800,15.13185788993441
32000,15.13185788993441
32200,15.13185788993441
32400,15.13185788993441
32600,15.13185788993441
32800,15.13185788993441
33000,15.13185788993441
33200,15.13185788993441
33400,15.13185788993441
33600,15.13185788993441
33800,15.13185788993441
34000,15.13185788993441
34200,15.13185788993441
34400,15.13185788993441
34600,15.13185788993441
34800,15.13185788993441
35000,15.13185788993441
35200,15.13185788993441
35400,15.13185788993441
35600,15.13185788993441
35800,15.13185788993441
36000,15.13185788993441
36200,15.13185788993441
36400,15.13185788993441
36600,15.13185788993441
36800,15.13185788993441
37000,15.13185788993441
37200,15.13185788993441
37400,15.13185788993441
37600,15.13185788993441
37800,15.13185788993441
38000,15.13185788993441
38200,15.13185788993441
38400,15.13185788993441
38600,15.13185788993441
38800,15.13185788993441
39000,15.13185788993441
39200,15.13185788993441
39400,15.13185788993441
39600,15.13185788993441
39800,15.13185788993441
40000,15.13185788993441
40200,15.13185788993441
40400,15.13185788993441
40600,15.13185788993441
40800,15.13185788993441
41000,15.13185788993441
41200,15.13185788993441
41400,15.13185788993441
41600,15.13185788993441
41800,15.13185788993441
42000,15.13185788993441
42200,15.13185788993441
42400,15.13185788993441
42600,15.13185788993441
42800,15.13185788993441
43000,15.13185788993441
43200,15.13185788993441
43400,15.13185788993441
43600,15.13185788993441
43800,15.13185788993441
44000,15.13185788993441
44200,15.13185788993441
44400,15.13185788993441
44600,15.13185788993441
44800,15.13185788993441
45000,15.13185788993441
45200,15.13185788993441
45400,15.13185788993441
45600,15.13185788993441
45800,15.13185788993441
46000,15.13185788993441
46200,15.13185788993441
46400,15.13185788993441
46600,15.13185788993441
46800,15.13185788993441
47000,15.13185788993441
47200,15.13185788993441
47400,15.13185788993441
47600,15.13185788993441
47800,15.13185788993441
48000,15.13185788993441
48200,15.13185788993441
48400,15.13185788993441
48600,15.13185788993441
48800,15.13185788993441
49000,15.13185788993441
49200,15.13185788993441
49400,15.13185788993441
49600,15.13185788993441
49800,15.13185788993441
50000,15.13185788993441
50200,15.13185788993441
50400,15.13185788993441
50600,15.13185788993441
50800,15.13185788993441
51000,15.13185788993441
51200,15.13185788993441
51400,15.13185788993441
51600,15.13185788993441
51800,15.13185788993441
52000,15.13185788993441
52200,15.13185788993441
52400,15.13185788993441
52600,15.13185788993441
52800,15.13185788993441
53000,15.13185788993441
53200,15.13185788993441
53400,15.13185788993441
53600,15.13185788993441
53800,15.13185788993441
54000,15.13185788993441
54200,15.13185788993441
54400,15.13185788993441
54600,15.13185788993441
54800,15.13185788993441
55000,15.13185788993441
55200,15.13185788993441
55400,15.13185788993441
55600,15.13185788993441
55800,15.13185788993441
56000,15.13185788993441
56200,15.13185788993441
56400,15.13185788993441
56600,15.13185788993441
56800,15.13185788993441
57000,15.13185788993441
57200,15.13185788993441
57400,15.13185788993441
57600,15.13185788993441
57800,15.13185788993441
58000,15.13185788993441
58200,15.13185788993441
58400,15.13185788993441
58600,15.13185788993441
58800,15.13185788993441
59000,15.13185788993441
59200,15.13185788993441
59400,15.13185788993441
59600,15.13185788993441
59800,15.13185788993441
60000,15.13185788993441
