tau,Dm_in,Dch_in,Lch_in,Dch_l,Dch_k,Dm_l,Dm_K
383.5927507283053,0.05810014961137493,0.0035684345428249856,0.04457254472195785,0.003539030872361148,0.0038575442519394,0.05511183417684103,0.1348526224418404
9688
