Y,cta_dp,p,H,tau,Dm_in,Dch_in,Lch_in,Dch_l,Dch_k,Dm_l,Dm_K
1.5833426067855059,0.18275933946607067,500000.0,0.7,277.8035756726408,0.03202140145829679,0.002352799663003744,0.020230058010099205,0.003239345496478485,0.0024917099907163314,0.10738470154186193,0.11593649893034874
2.744331676203427,1.778675321124411,500000.0,1.0,320.0700386002232,0.05306998307897394,0.002892684974876325,0.01955879866115561,0.0033550356868110856,0.0038796017308787268,0.0963202192952351,0.14725228076463512
5.928230465882944,3.4824814533416815,500000.0,1.3,378.61162138543887,0.04924084676108159,0.0027635537359993727,0.0265464710841786,0.0034202457075193293,0.003003821292712347,0.10988463734563815,0.09392201169236804
0.4940757484137897,4.804753482430116,500000.0,1.6,338.77435944940095,0.03488842168027561,0.0023032257774016703,0.04167004829080921,0.002826127575087192,0.003253439264719247,0.10805912636138838,0.051878994688486293
3.584735868278386,0.23843955727831595,1500000.0,0.7,394.52061437228826,0.03547213982156463,0.0022517330898978605,0.026214803050201,0.003038825934067403,0.003517632818313754,0.10628948004251738,0.14671354510979426
2.915685842732858,3.028689951354212,1500000.0,1.0,279.79479690622225,0.03381904893932871,0.0024557864335521215,0.04986601068251104,0.003544791112639992,0.003936815020966172,0.10491887552891208,0.07608907983209878
4.75068078836947,4.529382025498711,1500000.0,1.3,184.92523145633132,0.08094236539556154,0.0030917865026929884,0.014505998539860357,0.003606054503476839,0.003932057958853635,0.08622558003956117,0.13495745306378834
1.538261915261076,1.7963117287568215,1500000.0,1.6,155.65176356694167,0.08609215738494529,0.0025411431999541084,0.042043213617793194,0.0029459352544063564,0.0031581348585301415,0.0951531041400558,0.14116332846890497
4.621419523932117,0.3408128298365245,3000000.0,0.7,395.0015271613282,0.0419022037874941,0.0024788412292859855,0.00433022348338746,0.003065766869196396,0.0031954109503174078,0.12369339256731866,0.12029583879324555
3.4319663245956686,0.7664817876702706,3000000.0,1.0,306.16793411272636,0.04042476167535837,0.002158921389221309,0.015585511784829604,0.003478137941267799,0.003986683016314393,0.059286046456134195,0.07286311997804863
1.0711668605439144,0.9705339513314623,3000000.0,1.3,109.47789403971422,0.07112134397870525,0.0028268276851414224,0.01386136200133668,0.002840345398221888,0.0035028754496088184,0.13687987998972453,0.12227959840091063
0.9763263653561973,0.5426906662546896,3000000.0,1.6,331.4786342872256,0.06999681502287937,0.0021422153932578554,0.0495549649511528,0.0037754500685509224,0.0037971300619285132,0.0921703687361275,0.14410004743589885
2.730140799041603,2.2621496525733864,5000000.0,0.7,363.67516301204677,0.03468818208959155,0.0021110647258877143,0.04208851907107088,0.0032659179192818786,0.0031725586646665313,0.12735300593252752,0.08421775018462328
4.448638179046837,2.5717833907305665,5000000.0,1.0,357.5604203809206,0.044162049153199566,0.002183814695848061,0.02902843057748537,0.0034160499861106922,0.00367719023382331,0.0746696189921409,0.07531912367982313
2.4707660683990293,4.715967055384655,5000000.0,1.3,255.19361457854012,0.05249089481140982,0.003403054882083506,0.04317884284554454,0.0036087777423703202,0.003481172469730737,0.08256971803425442,0.0989389169344097
1.4829657939848897,0.42169013995291404,5000000.0,1.6,390.30260007051504,0.04977644061485328,0.002522785463636217,0.00805405964108883,0.0034544326279002577,0.003950856094121395,0.07770695583905247,0.08260142108934859
