tau,Dm_in,Dch_in,Lch_in,Lch_out,Dch_out,Dm_out
"[3.99997530e+02 1.87840152e-01 7.19993594e-03 5.27725493e-01
 3.31861694e-01 5.99997770e-02 3.99982341e-01]","[3.99991029e+02 5.00011560e-02 6.00021838e-03 1.99988439e+00
 9.60919978e-01 3.91605647e-02 1.00040406e-01]","[3.99996923e+02 5.00056334e-02 6.00002769e-03 1.99998244e+00
 9.10308625e-01 5.95871740e-02 1.22537163e-01]","[3.99991715e+02 5.00001203e-02 6.00022258e-03 1.99989634e+00
 9.62667371e-01 5.96258606e-02 1.27653633e-01]","[3.99993531e+02 1.74106236e-01 6.57251707e-03 8.55992006e-01
 3.00913429e-01 5.99999648e-02 3.99998522e-01]","[3.99994846e+02 5.00089351e-02 6.00034619e-03 1.99989673e+00
 9.86268020e-01 5.95440135e-02 1.03439511e-01]","[3.97000990e+02 5.00057794e-02 6.00313388e-03 9.64557662e-01
 3.08737470e-01 5.98340946e-02 3.71728695e-01]"
