tau,Dm_in,Dch_in,Lch_in,Lch_out,Dch_out,Dm_out
399.9518689584954,0.18017729271839308,0.011081979114595422,1.4550168252480764,0.7753911234540564,0.03999154817567049,0.35347299660407183
