n_evals,F
<<<<<<< HEAD
100,1.6084521631539859
200,3.246977768213604
300,3.246977768213604
400,1.0152888453942686
500,1.0152888453942686
600,0.9130982444791176
700,0.9130982444791176
800,1.0195858807598288
900,0.7519860509117815
1000,0.7519860509117815
1100,0.7519860509117815
1200,1.454960371444779
1300,1.454960371444779
1400,1.454960371444779
1500,1.454960371444779
1600,1.454960371444779
1700,1.454960371444779
1800,1.7475191607265437
1900,1.7475191607265437
2000,0.9525281250887302
2100,0.9525281250887302
2200,0.9525281250887302
2300,0.9525281250887302
2400,0.9525281250887302
2500,0.9525281250887302
2600,0.7656798957238128
2700,0.9936399717182237
2800,0.9936399717182237
2900,0.7486924430549009
3000,0.7486924430549009
3100,0.7486924430549009
3200,1.0810159719288162
3300,1.0810159719288162
3400,1.0810159719288162
3500,0.6534280930877374
3600,2.106907078511961
3700,2.106907078511961
3800,2.139610579230835
3900,2.139610579230835
4000,0.6531893348711992
4100,2.241877165874185
4200,2.241877165874185
4300,2.2175730310375936
4400,2.2175730310375936
4500,2.2175730310375936
4600,0.6525485794464679
4700,0.6525485794464679
4800,0.6525485794464679
4900,2.3652649477419474
5000,2.3652649477419474
5100,2.375404763050774
5200,2.3878700425276307
5300,0.6524455778979883
5400,0.6524455778979883
5500,2.711879478763093
5600,0.6521540021849649
5700,0.6521540021849649
5800,0.6521540021849649
5900,0.6521540021849649
6000,2.912774998124717
6100,0.6517518403807152
6200,2.912774998124717
6300,2.912774998124717
6400,0.6516685378311434
6500,2.912774998124717
6600,0.6515906798368909
6700,0.6515906798368909
6800,0.6515906798368909
6900,2.912774998124717
7000,2.912774998124717
7100,0.6515906798368909
7200,2.912774998124717
7300,3.07044319401038
7400,0.6515906798368909
7500,2.990876181001929
7600,3.1628192767836536
7700,3.1628192767836536
7800,3.470162209164322
7900,0.6512752447207162
8000,0.6512752447207162
8100,3.4742713779694774
8200,3.4768639776624646
8300,0.6512752447207162
8400,0.6506153459460691
8500,3.6379618829321516
8600,3.6788071646364653
8700,0.6506134020817083
8800,0.6506134020817083
8900,0.6506134020817083
9000,0.6506134020817083
9100,0.6506134020817083
9200,4.71598720171861
9300,4.71598720171861
9400,4.715987459469964
9500,4.715987459469964
9600,0.6499778618385089
9700,0.6499778618385089
9800,0.649913925263105
9900,0.649913925263105
10000,5.146185988710512
=======
100,33335921.80974473
200,33333350.000413194
300,11111136.918749288
400,11111136.918749288
500,11111136.918749288
600,11111136.918749288
700,11111136.918749288
800,11111130.29242192
900,11111130.29242192
1000,11111130.29242192
1100,11111130.29242192
1200,11111130.29242192
1300,11111130.29242192
1400,11111130.29242192
1500,11111130.29242192
1600,11111130.29242192
1700,24.080347394890193
1800,24.080347394890193
1900,24.080347394890193
2000,24.080347394890193
2100,24.080347394890193
2200,24.080347394890193
2300,24.080347394890193
2400,24.080347394890193
2500,24.080347394890193
2600,24.080347394890193
2700,24.080347394890193
2800,24.080347394890193
2900,24.080347394890193
3000,24.080347394890193
3100,24.080347394890193
3200,24.080347394890193
3300,24.080347394890193
3400,24.080347394890193
3500,24.080347394890193
3600,24.080347394890193
3700,24.080347394890193
3800,24.080347394890193
3900,24.080347394890193
4000,24.080347394890193
4100,24.080347394890193
4200,24.04177030463146
4300,24.04177030463146
4400,24.04177030463146
4500,24.04177030463146
4600,24.04177030463146
4700,24.04177030463146
4800,24.04177030463146
4900,24.04177030463146
5000,24.04177030463146
5100,24.04177030463146
5200,24.04177030463146
5300,24.04177030463146
5400,24.04177030463146
5500,24.04177030463146
5600,24.04177030463146
5700,24.04177030463146
5800,24.04177030463146
5900,24.04177030463146
6000,24.02294818488815
6100,24.02294818488815
6200,24.02294818488815
6300,23.99883215194386
6400,23.99883215194386
6500,23.99883215194386
6600,23.99883215194386
6700,23.99883215194386
6800,23.99883215194386
6900,23.99883215194386
7000,23.99883215194386
7100,23.99883215194386
7200,23.99883215194386
7300,23.99883215194386
7400,23.99883215194386
7500,23.99883215194386
7600,23.99883215194386
7700,23.987932643613515
7800,23.987932643613515
7900,23.987932643613515
8000,23.987932643613515
8100,23.987932643613515
8200,23.987932643613515
8300,23.987932643613515
8400,23.987932643613515
8500,23.987932643613515
8600,23.987932643613515
8700,23.987932643613515
8800,23.987932643613515
8900,23.987932643613515
9000,23.987932643613515
9100,23.987932643613515
9200,23.987932643613515
9300,23.987932643613515
9400,23.987932643613515
9500,23.987932643613515
9600,23.987932643613515
9700,23.987932643613515
9800,23.987932643613515
9900,23.987932643613515
10000,23.987932643613515
10100,23.987932643613515
10200,23.981660420651313
10300,23.981660420651313
10400,23.981660420651313
10500,23.981660420651313
10600,23.981660420651313
10700,23.981453774137506
10800,23.981453774137506
10900,23.981453774137506
11000,19.670332041764123
11100,19.670332041764123
11200,19.670332041764123
11300,19.670332041764123
11400,19.670332041764123
11500,19.670332041764123
11600,19.670332041764123
11700,19.670332041764123
11800,19.670332041764123
11900,19.670332041764123
12000,19.670332041764123
12100,19.670332041764123
12200,19.670332041764123
12300,19.670332041764123
12400,19.670332041764123
12500,19.670332041764123
12600,19.670332041764123
12700,19.670332041764123
12800,19.670332041764123
12900,19.670332041764123
13000,19.670332041764123
13100,19.670332041764123
13200,19.670332041764123
13300,19.670332041764123
13400,19.670332041764123
13500,19.670332041764123
13600,19.670332041764123
13700,19.670332041764123
13800,19.670332041764123
13900,19.670332041764123
14000,19.670332041764123
14100,19.670332041764123
14200,19.670332041764123
14300,19.670332041764123
14400,19.670332041764123
14500,19.670332041764123
14600,19.670332041764123
14700,19.670332041764123
14800,19.670332041764123
14900,19.670332041764123
15000,19.670332041764123
15100,19.670332041764123
15200,19.670332041764123
15300,19.670332041764123
15400,19.670332041764123
15500,19.670332041764123
15600,19.670332041764123
15700,19.670332041764123
15800,19.670332041764123
15900,19.670332041764123
16000,19.670332041764123
16100,19.670332041764123
16200,19.670332041764123
16300,19.670332041764123
16400,19.670332041764123
16500,19.670332041764123
16600,19.670332041764123
16700,19.670332041764123
16800,19.670332041764123
16900,19.670332041764123
17000,19.670332041764123
17100,19.670332041764123
17200,19.670332041764123
17300,19.670332041764123
17400,19.670332041764123
17500,19.670332041764123
17600,19.670332041764123
17700,19.670332041764123
17800,19.670332041764123
17900,19.670332041764123
18000,19.670332041764123
18100,19.670332041764123
18200,19.670332041764123
18300,19.670332041764123
18400,19.670332041764123
18500,19.670332041764123
18600,19.670332041764123
18700,19.670332041764123
18800,19.670332041764123
18900,19.670332041764123
19000,19.670332041764123
19100,19.670332041764123
19200,19.670332041764123
19300,19.670332041764123
19400,19.670332041764123
19500,19.670332041764123
19600,19.670332041764123
19700,19.670332041764123
19800,19.670332041764123
19900,19.670332041764123
20000,19.670332041764123
20100,19.670332041764123
20200,19.670332041764123
20300,19.670332041764123
20400,19.670332041764123
20500,19.670332041764123
20600,19.670332041764123
20700,19.670332041764123
20800,19.670332041764123
20900,19.670332041764123
21000,19.670332041764123
21100,19.670332041764123
21200,19.670332041764123
21300,19.670332041764123
21400,19.670332041764123
21500,19.670332041764123
21600,19.670332041764123
21700,19.670332041764123
21800,19.670332041764123
21900,19.670332041764123
22000,19.670332041764123
22100,19.670332041764123
22200,19.670332041764123
22300,19.670332041764123
22400,19.670332041764123
22500,19.670332041764123
22600,19.670332041764123
22700,19.670332041764123
22800,19.670332041764123
22900,19.670332041764123
23000,19.670332041764123
23100,19.670332041764123
23200,19.670332041764123
23300,19.670332041764123
23400,19.670332041764123
23500,19.670332041764123
23600,19.670332041764123
23700,19.670332041764123
23800,19.670332041764123
23900,19.670332041764123
24000,19.670332041764123
24100,19.670332041764123
24200,19.670332041764123
24300,19.670332041764123
24400,19.670332041764123
24500,19.670332041764123
24600,19.670332041764123
24700,19.670332041764123
24800,19.670332041764123
24900,19.670332041764123
25000,19.670332041764123
25100,19.670332041764123
25200,19.670332041764123
25300,19.670332041764123
25400,19.670332041764123
25500,19.670332041764123
25600,19.670332041764123
25700,19.670332041764123
25800,19.670332041764123
25900,19.670332041764123
26000,19.670332041764123
26100,19.670332041764123
26200,19.670332041764123
26300,19.670332041764123
26400,19.670332041764123
26500,19.670332041764123
26600,19.670332041764123
26700,19.670332041764123
26800,19.670332041764123
26900,19.670332041764123
27000,19.670332041764123
27100,19.670332041764123
27200,19.670332041764123
27300,19.670332041764123
27400,19.670332041764123
27500,19.670332041764123
27600,19.670332041764123
27700,19.670332041764123
27800,19.670332041764123
27900,19.670332041764123
28000,19.670332041764123
28100,19.670332041764123
28200,19.670332041764123
28300,19.670332041764123
28400,19.670332041764123
28500,19.670332041764123
28600,19.670332041764123
28700,19.670332041764123
28800,19.670332041764123
28900,19.670332041764123
29000,19.670332041764123
29100,19.670332041764123
29200,19.670332041764123
29300,19.670332041764123
29400,19.670332041764123
29500,19.670332041764123
29600,19.670332041764123
29700,19.670332041764123
29800,19.670332041764123
29900,19.670332041764123
30000,19.670332041764123
>>>>>>> 0ed35101e7ec4b7a5516563cda101b2facf5a1e0
